dyad,ccode1,ccode2,statea,stateb,statei,statej,daysign,monthsign,yearsign,dayforce,monthforce,yearforce,censor,month_count,maxhurdles,maxpolconv,maxchecks,minpolity,minratio,min_laworder,ln_mingdp,min_govexp,comlang,comcol,atopally,s2un,log_gapgdppc,maxcomlaw,fdi_host,fdi_home,coldwar,maxexecleft,BIT_Status,_st,_d,_t,_t0
390840,390,840,DEN,PHI,Denmark,Philippines,25,9,1997,19,4,1998,1,7,3,.76999998,7,8,.74000001,4,18.902731,13.18372,0,0,0,.56,10.25488,0,1.516801,2.456857,0,1,In Force,1,1,7,0
390850,390,850,DEN,INS,Denmark,Indonesia,30,1,1968,2,7,1968,1,6,1,.76999998,,-7,,,18.1994,6.7963681,0,0,0,.51999998,9.6630983,0,,,1,,In Force,1,1,6,0
395070,395,70,ICE,MEX,Iceland,Mexico,24,6,2005,28,4,2006,1,10,2,.76999998,5,,.67000002,3,16.28684,10.79754,0,0,,.66666669,10.23745,0,2.6478479,41.03418,0,0,In Force,1,1,10,0
395155,395,155,ICE,CHL,Iceland,Chile,26,6,2003,12,8,2006,1,38,2,.75999999,3,,.5,5,16.11265,12.01456,0,0,,.7037037,10.08954,0,5.8216071,3.3896649,0,1,In Force,1,1,38,0
395367,395,367,ICE,LAT,Iceland,Latvia,11,6,1998,1,5,1999,1,14,1,.77999997,5,,.81999999,,15.97423,22.171801,0,0,1,1,10.09469,0,5.297986,.89620978,0,0,In Force,1,1,14,0
395368,395,368,ICE,LIT,Iceland,Lithuania,20,8,2002,18,4,2003,1,8,1,.76999998,4,,.75999999,4,16.078871,20.92141,0,0,1,1,10.0491,0,5.1194301,3.631084,0,0,In Force,1,1,8,0
395660,395,660,ICE,LEB,Iceland,Lebanon,24,6,2004,,,,0,42,1,.76999998,3,,.80000001,4,16.195869,14.98463,0,0,,.44,10.2058,0,11.57071,19.3515,0,0,Not in Force,1,0,42,0
395710,395,710,ICE,CHN,Iceland,China,31,3,1994,1,3,1997,1,36,1,.76999998,5,,.63,5,15.79103,15.34922,0,0,0,.58139533,10.13243,0,5.7952981,.37748179,0,1,In Force,1,1,36,0
395750,395,750,ICE,IND,Iceland,India,29,6,2007,,,,0,6,2,.76999998,17,,.80000001,4,16.381491,10.1431,0,0,,.41379309,10.59914,1,2.1885951,49.75462,0,1,Not in Force,1,0,6,0
395816,395,816,ICE,DRV,Iceland,Vietnam,20,9,2002,10,7,2003,1,10,1,.75999999,3,,.82999998,4,16.078871,6.2332921,0,0,0,.4893617,10.35908,0,3.422617,3.631084,0,1,In Force,1,1,10,0
402040,402,40,CAP,CUB,Cape Verde,Cuba,22,5,1997,8,1,2003,1,68,1,.28999999,1,,.31999999,,13.65188,16.23391,0,0,0,1,8.6068935,0,2.346216,,0,1,In Force,1,1,68,0
402710,402,710,CAP,CHN,Cape Verde,China,21,4,1998,1,1,2001,1,33,1,.28999999,1,,.75,,13.70774,14.6429,0,0,0,1,5.8686581,0,1.6694061,.25199091,0,1,In Force,1,1,33,0
404420,404,420,GNB,GAM,Guinea-Bissau,Gambia,21,6,2002,,,,0,66,1,.49000001,3,-5,.33000001,1,13.27077,12.8403,0,0,1,1,5.840281,1,1.741163,,0,0,Not in Force,1,0,66,0
420435,420,435,GAM,MAA,Gambia,Mauritania,9,5,2001,,,,0,79,2,0,3,-6,.5,,13.94358,14.39,0,0,1,1,6.0348978,1,5.1613979,,0,0,Not in Force,1,0,79,0
432420,432,420,MLI,GAM,Mali,Gambia,14,5,2004,,,,0,43,1,.44999999,3,-5,.13,3,14.08991,10.02736,0,0,,1,2.005163,1,2.011544,,0,0,Not in Force,1,0,43,0
432433,432,433,MLI,SEN,Mali,Senegal,12,4,2005,,,,0,32,1,.44999999,3,6,.28999999,3,16.19561,9.5600557,1,1,,1,6.3529158,0,4.0964012,-.088676602,0,1,Not in Force,1,0,32,0
432481,432,481,MLI,GAB,Mali,Gabon,25,3,2005,,,,0,33,2,.44999999,3,-4,.28999999,3,16.19561,8.3353386,1,1,,1,9.1492872,0,4.0964012,.74678421,0,0,Not in Force,1,0,33,0
432581,432,581,MLI,COM,Mali,Comoros,18,5,2001,,,,0,79,1,.16,3,0,.67000002,,13.30153,9.2109766,1,1,0,1,5.2710052,0,4.0340142,,0,0,Not in Force,1,0,79,0
432616,432,616,MLI,TUN,Mali,Tunisia,1,7,1986,,,,0,245,1,0,1,-8,.69999999,2,15.44931,14.86145,0,1,0,1,7.800159,0,-.49539909,.0266138,1,1,Not in Force,1,0,245,0
432731,432,731,MLI,PRK,Mali,North Korea,11,10,1999,,,,0,98,1,.16,3,-9,.33000001,3,15.92877,,0,0,0,.95652169,,0,-.14474709,.0281877,0,1,Not in Force,1,0,98,0
433360,433,360,SEN,ROM,Senegal,Romania,19,6,1980,20,5,1984,1,47,2,.19,1,-8,.5,,15.69626,,0,0,0,.9512195,8.7576532,0,.44499761,,1,1,In Force,1,1,47,0
433616,433,616,SEN,TUN,Senegal,Tunisia,17,5,1984,,,,0,271,1,.090000004,1,-8,.5,2,15.81323,16.87044,0,1,0,1,7.6878262,0,1.143049,.0063490998,1,1,Not in Force,1,0,271,0
434432,434,432,BEN,MLI,Benin,Mali,18,5,2001,,,,0,79,1,.77999997,3,6,.67000002,,15.91508,9.2109766,1,1,1,.96226418,5.9542532,0,4.0340142,.092245802,0,0,Not in Force,1,0,79,0
434438,434,438,BEN,GUI,Benin,Guinea,18,5,2001,,,,0,79,1,.77999997,3,-1,.70999998,,15.70049,7.199532,1,1,1,.95238101,6.0187149,0,.055356499,.092245802,0,0,Not in Force,1,0,79,0
434439,434,439,BEN,BFO,Benin,Burkina Faso,18,5,2001,,,,0,79,2,.77999997,3,0,.2,,15.91508,11.63904,1,1,1,.96363628,5.9197421,0,.2245017,.092245802,0,0,Not in Force,1,0,79,0
434452,434,452,BEN,GHA,Benin,Ghana,18,5,2001,,,,0,79,1,.77999997,3,6,.5,,15.91508,9.7223635,0,0,1,1,5.6582618,1,1.681093,.092245802,0,0,Not in Force,1,0,79,0
435360,435,360,MAA,ROM,Mauritania,Romania,14,3,1988,19,12,1989,1,21,2,0,1,-8,.5,,14.66959,,0,0,0,.98290598,8.767334,0,.1999772,,1,1,In Force,1,1,21,0
435439,435,439,MAA,BFO,Mauritania,Burkina Faso,18,5,2001,,,,0,79,2,.11,3,-6,.2,,14.96781,21.67107,0,1,1,1,6.0221872,0,.2245017,,0,0,Not in Force,1,0,79,0
435590,435,590,MAA,MAS,Mauritania,Mauritius,18,5,2001,,,,0,79,2,.16,3,-6,.5,,14.96781,13.76968,0,0,0,.8918919,8.7576218,0,7.138114,.062809199,0,0,Not in Force,1,0,79,0
435600,435,600,MAA,MOR,Mauritania,Morocco,13,6,2000,20,10,2003,1,40,2,.88999999,3,-6,.41999999,,14.93899,18.39082,1,1,1,1,7.1929588,0,3.7299421,.1581596,0,0,In Force,1,1,40,0
435616,435,616,MAA,TUN,Mauritania,Tunisia,11,3,1986,,,,0,249,2,0,1,-8,.33000001,,14.62845,17.775539,1,1,1,1,7.5209408,0,.55922931,.0266138,1,1,Not in Force,1,0,249,0
436616,436,616,NIR,TUN,Niger,Tunisia,5,6,1992,,,,0,186,1,.67000002,1,-5,.51999998,2,15.22672,16.001261,0,1,0,1,8.062994,0,2.205704,.0303286,0,1,Not in Force,1,0,186,0
437616,437,616,CDI,TUN,Cote d`Ivoire,Tunisia,16,5,1995,,,,0,151,1,.69999999,2,-6,.56999999,3,16.879271,10.60824,0,1,0,.96875,7.7127862,0,1.906911,.0188573,0,1,Not in Force,1,0,151,0
437710,437,710,CDI,CHN,Cote d`Ivoire,China,23,9,2002,,,,0,63,1,.41999999,3,-7,.5,3,17.006809,7.7990832,0,0,0,1,7.617487,0,1.849509,.17320061,0,1,Not in Force,1,0,63,0
438420,438,420,GUI,GAM,Guinea,Gambia,21,6,2002,,,,0,66,1,.37,3,-5,.33000001,3,13.92406,7.9133592,0,0,1,1,3.4619851,1,7.4066,.0153096,0,0,Not in Force,1,0,66,0
438432,438,432,GUI,MLI,Guinea,Mali,18,5,2001,,,,0,79,1,.37,3,-1,.67000002,3,15.70049,7.199532,1,1,1,1,3.244992,0,.055356499,.57218683,0,0,Not in Force,1,0,79,0
438435,438,435,GUI,MAA,Guinea,Mauritania,18,5,2001,,,,0,79,2,.37,3,-6,.5,,14.96781,7.199532,0,1,1,1,6.1119418,0,.055356499,,0,0,Not in Force,1,0,79,0
438439,438,439,GUI,BFO,Guinea,Burkina Faso,25,3,2003,26,8,2004,1,17,2,.47,2,-1,.090000004,2,15.81777,8.1787481,1,1,1,1,2.6507981,0,2.286418,.044358101,0,0,In Force,1,1,17,0
438590,438,590,GUI,MAS,Guinea,Mauritius,18,5,2001,,,,0,79,1,.37,3,-1,.70999998,,15.70049,7.199532,0,0,0,1,8.8261738,0,.055356499,.062809199,0,0,Not in Force,1,0,79,0
438600,438,600,GUI,MOR,Guinea,Morocco,2,5,2002,,,,0,67,2,.88999999,2,-6,.38,3,15.74825,7.9133592,0,1,0,1,7.5639601,0,.9348976,.070179597,0,0,Not in Force,1,0,67,0
438616,438,616,GUI,TUN,Guinea,Tunisia,18,11,1990,,,,0,205,1,0,1,-7,.60000002,2,15.47705,10.9541,0,1,0,1,7.8212428,0,.63374758,.0024363,0,1,Not in Force,1,0,205,0
439483,439,483,BFO,CHA,Burkina Faso,Chad,18,5,2001,,,,0,79,2,.11,3,-2,.2,,15.65349,7.4899502,1,1,0,1,3.9699891,0,26.8969,.0214044,0,0,Not in Force,1,0,79,0
451710,451,710,SIE,CHN,Sierra Leone,China,16,5,2001,,,,0,79,1,0,3,-7,.5,3,14.67308,16.109711,0,0,0,1,7.8378601,1,.83905661,.5229848,0,1,Not in Force,1,0,79,0
452040,452,40,GHA,CUB,Ghana,Cuba,2,11,1999,,,,0,97,1,.31999999,3,-7,.5,3,16.557211,10.84335,0,0,0,.9649123,8.8785105,1,3.1592081,-.00035250001,0,1,Not in Force,1,0,97,0
452355,452,355,GHA,BUL,Ghana,Bulgaria,20,10,1989,,,,0,218,1,0,1,-7,.56999999,3,16.346041,9.8448076,0,0,0,.9818182,8.747056,1,.28562111,.0100371,1,1,Not in Force,1,0,218,0
452360,452,360,GHA,ROM,Ghana,Romania,14,9,1989,,,,0,219,2,0,1,-7,.75999999,2,16.346041,,0,0,0,1,8.7559738,1,.28562111,,1,1,Not in Force,1,0,219,0
452435,452,435,GHA,MAA,Ghana,Mauritania,18,5,2001,,,,0,79,2,.31,3,-6,.5,,14.96781,9.7223635,0,0,1,1,5.789391,1,1.681093,,0,0,Not in Force,1,0,79,0
452437,452,437,GHA,CDI,Ghana,Cote d`Ivoire,4,11,1997,,,,0,121,1,.31999999,3,-6,.56,3,16.47714,7.0448298,0,0,1,1,6.6041231,1,1.187619,.42154789,0,0,Not in Force,1,0,121,0
452438,452,438,GHA,GUI,Ghana,Guinea,18,5,2001,,,,0,79,1,.37,3,-1,.5,2,15.70049,7.199532,0,0,1,1,4.8235049,1,.055356499,.179849,0,0,Not in Force,1,0,79,0
452439,452,439,GHA,BFO,Ghana,Burkina Faso,18,5,2001,,,,0,79,2,.31,3,0,.2,2,16.106741,9.7223635,0,0,1,1,4.4504528,1,.2245017,.179849,0,0,Not in Force,1,0,79,0
452551,452,551,GHA,ZAM,Ghana,Zambia,18,5,2001,,,,0,79,1,.69999999,3,5,.33000001,2,15.97024,9.7223635,1,1,0,1,4.571434,1,1.971447,.179849,0,1,Not in Force,1,0,79,0
452552,452,552,GHA,ZIM,Ghana,Zimbabwe,30,6,2003,,,,0,54,2,.36000001,3,-4,.25,0,14.93343,11.5332,1,1,,1,6.5412059,1,.075935297,.1409186,0,0,Not in Force,1,0,54,0
452590,452,590,GHA,MAS,Ghana,Mauritius,18,5,2001,,,,0,79,1,.31,3,6,.5,,16.023251,9.7223635,1,1,0,1,8.8077383,1,1.681093,.062809199,0,0,Not in Force,1,0,79,0
452710,452,710,GHA,CHN,Ghana,China,12,10,1989,22,11,1991,1,25,1,0,1,-7,.81999999,3,16.346041,9.8448076,0,0,1,1,5.9065418,1,.28562111,.1696455,1,1,In Force,1,1,25,0
461616,461,616,TOG,TUN,Togo,Tunisia,13,9,1987,,,,0,231,2,0,1,-7,.57999998,2,14.94813,16.94772,0,1,0,1,7.7158718,0,.57241261,.0286693,1,1,Not in Force,1,0,231,0
471360,471,360,CAO,ROM,Cameroon,Romania,30,8,1980,24,9,1981,1,13,2,0,1,-8,.5,,16.668751,,0,0,0,1,8.6148787,0,1.463904,,1,1,In Force,1,1,13,0
471432,471,432,CAO,MLI,Cameroon,Mali,18,5,2001,,,,0,79,1,.16,3,-4,.67000002,2,15.99293,9.2109766,1,1,0,1,6.8137951,0,4.0340142,.3655518,0,0,Not in Force,1,0,79,0
471435,471,435,CAO,MAA,Cameroon,Mauritania,18,5,2001,,,,0,79,2,0,3,-6,.5,,14.96781,10.23645,0,1,0,1,6.1836672,0,7.138114,.3655518,0,0,Not in Force,1,0,79,0
471438,471,438,CAO,GUI,Cameroon,Guinea,18,5,2001,,,,0,79,1,.37,2,-4,.70999998,2,15.70049,7.199532,1,1,0,1,6.8415942,0,.055356499,.3655518,0,0,Not in Force,1,0,79,0
471590,471,590,CAO,MAS,Cameroon,Mauritius,3,8,2001,,,,0,76,1,.16,3,-4,.75999999,,16.023251,10.23645,1,1,0,1,8.6783257,0,.7607637,.062809199,0,0,Not in Force,1,0,76,0
475355,475,355,NIG,BUL,Nigeria,Bulgaria,21,12,1998,,,,0,109,2,.75,2,-1,.67000002,3,17.65589,,0,0,0,.54166669,8.4496469,1,3.621809,.00078509998,0,0,Not in Force,1,0,109,0
475500,475,500,NIG,UGA,Nigeria,Uganda,15,1,2003,,,,0,59,2,.67000002,4,-4,.31,2,16.953831,,1,1,,.88,6.80336,1,2.8681819,.2473125,0,0,Not in Force,1,0,59,0
475710,475,710,NIG,CHN,Nigeria,China,27,9,2001,,,,0,76,2,.47,4,-7,.5,3,18.938101,,0,0,0,1,7.488018,1,2.894151,.5229848,0,1,Not in Force,1,0,76,0
481360,481,360,GAB,ROM,Gabon,Romania,11,4,1979,18,9,1982,1,41,2,0,1,-9,.5,,16.03462,,0,0,0,1,8.5962696,0,,.19490699,1,1,In Force,1,1,41,0
481710,481,710,GAB,CHN,Gabon,China,9,5,1997,,,,0,127,2,0,3,-7,.67000002,3,16.5144,10.80055,0,0,0,.96078432,9.2883196,0,4.594409,.25865901,0,1,Not in Force,1,0,127,0
483432,483,432,CHA,MLI,Chad,Mali,18,5,2001,,,,0,79,2,.16,3,-2,.43000001,,15.65349,7.4899502,1,1,0,1,3.6866491,0,26.8969,.57218683,0,0,Not in Force,1,0,79,0
483434,483,434,CHA,BEN,Chad,Benin,18,5,2001,,,,0,79,2,.77999997,3,-2,.43000001,,15.65349,7.4899502,1,1,0,1,6.052794,0,26.8969,.092245802,0,0,Not in Force,1,0,79,0
483438,483,438,CHA,GUI,Chad,Guinea,15,6,2004,,,,0,42,2,.28,3,-2,.27000001,,15.84501,4.9085898,1,1,,1,5.9631281,0,2.438813,,0,0,Not in Force,1,0,42,0
483590,483,590,CHA,MAS,Chad,Mauritius,18,5,2001,,,,0,79,2,.16,3,-2,.43000001,,15.65349,7.4899502,0,0,0,.80000001,8.8282642,0,26.8969,.062809199,0,0,Not in Force,1,0,79,0
484710,484,710,CON,CHN,Congo,China,20,3,2000,,,,0,93,1,0,1,-7,.80000001,,15.77573,11.56807,0,0,0,1,6.393084,0,5.0338082,.0767731,0,1,Not in Force,1,0,93,0
490710,490,710,DRC,CHN,Congo DR,China,18,12,1997,,,,0,120,2,0,1,-7,.70999998,1,16.339411,7.80125,0,0,0,1,7.6589799,0,-.74644917,.26013911,0,1,Not in Force,1,0,120,0
500040,500,40,UGA,CUB,Uganda,Cuba,1,1,2002,,,,0,71,1,.67000002,1,-7,.44,4,16.90369,,0,0,0,1,8.9865189,1,2.7683401,.00066249998,0,1,Not in Force,1,0,71,0
501710,501,710,KEN,CHN,Kenya,China,16,7,2001,,,,0,77,1,.46000001,3,-7,.75,2,17.36927,15.97291,0,0,0,1,7.601593,1,.040841401,.5229848,0,1,Not in Force,1,0,77,0
516581,516,581,BUI,COM,Burundi,Comoros,18,5,2001,,,,0,79,3,0,1,0,1,,13.30153,16.171761,1,0,0,1,6.4201031,0,-.00034550001,,0,0,Not in Force,1,0,79,0
516590,516,590,BUI,MAS,Burundi,Mauritius,18,5,2001,,,,0,79,3,.16,3,0,.75999999,,14.82261,13.76968,0,0,0,1,8.8823881,0,-.00034550001,.062809199,0,0,Not in Force,1,0,79,0
522710,522,710,DJI,CHN,Djibouti,China,18,8,2003,,,,0,52,1,0,1,-7,.5,,14.1452,15.17794,0,0,,1,7.4756432,0,2.266655,.17322759,0,1,Not in Force,1,0,52,0
530365,530,365,ETH,RUS,Ethiopia,Russia,10,2,2000,6,6,2000,1,4,2,.69999999,4,1,.56,3,17.19965,15.09116,0,0,1,.91666669,9.0186863,0,1.660014,1.223164,0,0,In Force,1,1,4,0
530475,530,475,ETH,NIG,Ethiopia,Nigeria,19,1,2004,,,,0,47,2,.68000001,5,1,.41,2,17.336451,,0,0,,1,6.9678822,1,5.431808,.29683411,0,0,Not in Force,1,0,47,0
530616,530,616,ETH,TUN,Ethiopia,Tunisia,14,12,2000,2,10,2004,1,46,1,.69999999,3,-3,.63,5,17.19965,15.55932,0,0,0,1,8.3340855,0,1.660014,.0090052998,0,1,In Force,1,1,46,0
530625,530,625,ETH,SUD,Ethiopia,Sudan,7,3,2000,15,5,2001,1,14,1,.69999999,3,-7,.40000001,2,17.19965,7.57443,0,0,0,.96666658,7.1808701,1,1.660014,,0,0,In Force,1,1,14,0
530710,530,710,ETH,CHN,Ethiopia,China,11,5,1998,1,5,2000,1,24,1,.69999999,3,-7,.5,5,17.09342,9.781395,0,0,0,1,7.6445508,0,3.340147,.25199091,0,1,In Force,1,1,24,0
531500,531,500,ERI,UGA,Eritrea,Uganda,30,6,2001,,,,0,78,1,.73000002,1,-7,0,,15.0716,15.58185,0,0,0,1,3.361377,1,1.608248,,0,0,Not in Force,1,0,78,0
540402,540,402,ANG,CAP,Angola,Cape Verde,30,9,1997,15,12,1997,1,3,1,.28999999,2,,1,,13.65188,,1,1,0,1,5.7418041,0,2.346216,.051951099,0,1,In Force,1,1,3,0
541040,541,40,MZM,CUB,Mozambique,Cuba,20,10,2001,26,2,2002,1,4,1,.33000001,3,-7,.50999999,3,16.01967,,0,0,0,1,9.0080843,0,6.267406,.0028865,0,1,In Force,1,1,4,0
541552,541,552,MZM,ZIM,Mozambique,Zimbabwe,12,9,1990,,,,0,207,2,.22,4,-7,,2,15.13045,13.51772,0,0,0,1,3.662648,1,.1391605,,0,1,Not in Force,1,0,207,0
541710,541,710,MZM,CHN,Mozambique,China,10,7,2001,26,2,2002,1,7,1,.33000001,3,-7,.56,3,16.01967,9.0797062,0,0,0,1,7.8745699,0,6.267406,.5229848,0,1,In Force,1,1,7,0
551040,551,40,ZAM,CUB,Zambia,Cuba,22,1,2000,,,,0,95,1,.69999999,3,-7,.46000001,4,15.96436,,0,0,0,1,8.925252,1,3.757864,,0,1,Not in Force,1,0,95,0
551344,551,344,ZAM,CRO,Zambia,Croatia,18,2,2000,,,,0,94,1,.69999999,4,1,.67000002,4,15.96436,9.5354519,0,0,0,.70833331,9.0886421,1,3.757864,.021648699,0,1,Not in Force,1,0,94,0
551710,551,710,ZAM,CHN,Zambia,China,21,6,1996,,,,0,138,1,.69999999,3,-7,.86000001,4,15.93216,13.99842,0,0,0,.90625,7.2549701,1,3.579982,.23699179,0,1,Not in Force,1,0,138,0
552316,552,316,ZIM,CZR,Zimbabwe,Czech Republic,13,9,1999,,,,0,99,2,.73000002,5,-3,.27000001,4,15.33642,13.55665,0,0,0,.60869563,9.6807489,1,.98924023,.14918891,0,1,Not in Force,1,0,99,0
552344,552,344,ZIM,CRO,Zimbabwe,Croatia,18,2,2000,,,,0,94,2,.41999999,4,-3,.22,2,15.28927,13.94915,0,0,0,.73333329,9.1392441,1,.41222519,.021648699,0,0,Not in Force,1,0,94,0
552500,552,500,ZIM,UGA,Zimbabwe,Uganda,1,7,2003,,,,0,53,2,.67000002,2,-4,.25,0,14.93343,15.74505,1,1,,.88,6.4255319,1,.075935297,,0,0,Not in Force,1,0,53,0
552510,552,510,ZIM,TAZ,Zimbabwe,Tanzania,3,7,2003,,,,0,53,2,.69,3,-4,.25,0,14.93343,14.82513,1,1,1,1,6.2872739,1,.075935297,.0189126,0,1,Not in Force,1,0,53,0
552710,552,710,ZIM,CHN,Zimbabwe,China,21,5,1996,1,3,1998,1,22,2,.67000002,2,-7,0,4,15.2895,13.99842,0,0,0,.93939388,7.560863,1,.92921722,.23699179,0,1,In Force,1,1,22,0
553552,553,552,MAW,ZIM,Malawi,Zimbabwe,4,7,2003,,,,0,53,2,.41999999,4,-4,.25,0,14.93343,11.86303,1,1,1,1,5.6490989,1,.075935297,.054110799,0,0,Not in Force,1,0,53,0
560040,560,40,SAF,CUB,South Africa,Cuba,8,12,1995,7,4,1997,1,16,2,.86000001,2,-7,0,4,18.190451,18.322201,0,0,1,.93333328,7.5707169,1,.82143778,.00054490002,0,1,In Force,1,1,16,0
560155,560,155,SAF,CHL,South Africa,Chile,12,11,1998,,,,0,109,2,.77999997,4,8,.36000001,3,18.73596,11.48799,0,0,0,1,8.2133856,1,.41783619,1.868976,0,1,Not in Force,1,0,109,0
560160,560,160,SAF,ARG,South Africa,Argentina,23,7,1998,1,1,2001,1,30,2,.75,5,7,.36000001,3,19.31731,12.49477,0,0,0,1,8.3221912,1,.41783619,.77749681,0,1,In Force,1,1,30,0
560316,560,316,SAF,CZR,South Africa,Czech Republic,14,12,1998,17,9,1999,1,9,2,.76999998,6,9,.36000001,3,18.926319,18.77243,0,0,0,.71428567,9.2625256,1,.41783619,.20566989,0,1,In Force,1,1,9,0
560365,560,365,SAF,RUS,South Africa,Russia,23,11,1998,12,4,2000,1,17,2,.74000001,5,4,.36000001,3,19.31731,18.732889,0,0,0,.82222217,7.5898352,1,.41783619,.4686242,0,1,In Force,1,1,17,0
560411,560,411,SAF,EQG,South Africa,Equatorial Guinea,17,2,2004,,,,0,46,2,.74000001,2,-5,.5,,15.90076,2.938175,0,0,,1,8.9995537,1,.3694362,,0,1,Not in Force,1,0,46,0
560433,560,433,SAF,SEN,South Africa,Senegal,5,6,1998,,,,0,114,2,.74000001,2,-1,.36000001,3,16.240561,12.77555,0,0,0,1,8.3722305,1,1.199598,1.324719,0,1,Not in Force,1,0,114,0
560452,560,452,SAF,GHA,South Africa,Ghana,9,7,1998,,,,0,113,2,.74000001,3,2,.36000001,3,16.55673,10.32416,1,1,0,1,8.4669666,1,2.238589,1.324719,0,1,Not in Force,1,0,113,0
560484,560,484,SAF,CON,South Africa,Congo,1,12,2005,,,,0,25,2,.74000001,3,-4,.47,,15.88068,12.99405,0,0,,1,8.4706297,1,24.69524,.38316551,0,1,Not in Force,1,0,25,0
560490,560,490,SAF,DRC,South Africa,Congo DR,31,8,2004,,,,0,40,2,.74000001,2,3,.51999998,,16.318041,8.1870804,0,0,,1,8.7460642,1,6.2054939,.62499583,0,1,Not in Force,1,0,40,0
560500,560,500,SAF,UGA,South Africa,Uganda,8,5,2000,,,,0,91,2,.74000001,2,-4,.44,2,16.793949,14.50432,1,1,0,.93103451,8.5317059,1,2.8514781,.2036549,0,1,Not in Force,1,0,91,0
560510,560,510,SAF,TAZ,South Africa,Tanzania,22,9,2005,,,,0,27,2,.74000001,3,1,.47,3,17.38603,15.1524,1,1,,1,8.7028427,1,3.409544,.38316551,0,1,Not in Force,1,0,27,0
560517,560,517,SAF,RWA,South Africa,Rwanda,19,10,2000,,,,0,86,2,.74000001,2,-4,.44,,15.53043,10.98456,1,0,0,.63636363,8.5625553,1,.46320581,.2036549,0,1,Not in Force,1,0,86,0
560540,560,540,SAF,ANG,South Africa,Angola,17,2,2005,,,,0,34,2,.74000001,2,-2,.2,3,17.409731,,0,0,,1,8.2565107,1,34.173538,.38316551,0,1,Not in Force,1,0,34,0
560541,560,541,SAF,MZM,South Africa,Mozambique,6,5,1997,28,7,1998,1,14,2,.74000001,3,6,0,3,15.72507,6.8026862,0,0,0,.96428567,8.5479469,1,1.690279,1.579698,0,1,In Force,1,1,14,0
560580,560,580,SAF,MAG,South Africa,Madagascar,13,12,2006,,,,0,13,2,.74000001,2,7,.44,1,16.48304,4.6092048,1,0,,1,8.784502,1,5.33463,2.352597,0,1,Not in Force,1,0,13,0
560590,560,590,SAF,MAS,South Africa,Mauritius,17,2,1998,7,10,1998,1,8,2,.74000001,4,9,.36000001,,15.87939,13.74759,1,1,0,1,7.098556,1,.41783619,.32886121,0,1,In Force,1,1,8,0
560630,560,630,SAF,IRN,South Africa,Iran,3,11,1997,5,3,2002,1,52,2,.74000001,2,3,0,3,19.300301,13.05418,0,0,0,.89285707,7.313633,1,2.565058,.13461199,0,1,In Force,1,1,52,0
560651,560,651,SAF,EGY,South Africa,Egypt,28,10,1998,,,,0,109,2,.74000001,2,-6,.36000001,3,19.240931,11.30828,0,0,0,1,7.5689902,1,1.185598,1.324719,0,1,Not in Force,1,0,109,0
560666,560,666,SAF,ISR,South Africa,Israel,21,10,2004,,,,0,38,2,.77999997,3,9,.51999998,2,18.817039,19.37122,0,0,,-.73076922,9.6782694,1,.3694362,3.6044409,0,1,Not in Force,1,0,38,0
560679,560,679,SAF,YEM,South Africa,Yemen,1,8,2002,,,,0,64,2,.74000001,2,-2,.41999999,2,17.491051,16.715151,0,0,0,,8.2924805,1,.91027552,-.3589474,0,1,Not in Force,1,0,64,0
560694,560,694,SAF,QAT,South Africa,Qatar,20,10,2003,,,,0,50,2,.74000001,2,-10,.31999999,2,17.76852,15.40572,0,1,,1,11.09112,1,.44023499,.37465471,0,1,Not in Force,1,0,50,0
560710,560,710,SAF,CHN,South Africa,China,30,12,1997,1,4,1998,1,4,2,.74000001,2,-7,0,3,19.300301,14.20625,0,0,0,.85964912,8.0649319,1,4.594409,1.579698,0,1,In Force,1,1,4,0
560732,560,732,SAF,ROK,South Africa,South Korea,7,7,1995,6,6,1997,1,23,2,.86000001,4,6,0,4,19.241791,11.20431,0,0,0,.92982459,9.2510471,1,.82143778,.65890789,0,1,In Force,1,1,23,0
560835,560,835,SAF,BRU,South Africa,Brunei,14,11,2000,,,,0,85,2,.74000001,2,,0,2,16.59437,18.147631,0,1,0,.96428567,10.68285,1,.66778851,.3354201,0,1,Not in Force,1,0,85,0
565040,565,40,NAM,CUB,Namibia,Cuba,27,6,1997,,,,0,126,2,.72000003,1,-7,0,5,15.7225,24.02339,0,0,0,.96296299,8.2318363,1,2.0125289,,0,1,Not in Force,1,0,126,0
571452,571,452,BOT,GHA,Botswana,Ghana,4,7,2003,,,,0,53,1,.69999999,3,6,.25,2,16.57395,11.5332,1,1,,1,8.9777784,1,1.7926739,2.6035249,0,0,Not in Force,1,0,53,0
571552,571,552,BOT,ZIM,Botswana,Zimbabwe,30,6,2003,,,,0,54,2,.69999999,3,-4,.25,0,14.93343,16.6474,1,1,1,1,9.0616236,1,.075935297,2.6035249,0,0,Not in Force,1,0,54,0
571590,571,590,BOT,MAS,Botswana,Mauritius,17,8,2005,,,,0,28,0,.73000002,3,9,.14,,16.15163,14.76552,1,1,,1,6.8930588,1,.66145921,.57330477,0,0,Not in Force,1,0,28,0
571710,571,710,BOT,CHN,Botswana,China,12,6,2000,,,,0,90,1,.69999999,3,-7,0,4,16.48308,15.78531,0,0,0,1,8.6465759,1,3.4132769,.040807001,0,1,Not in Force,1,0,90,0
